Title,Date,URL,Reactions,LikeReactions,PraiseReactions,AppreciationReactions,EmpathyReactions,InterestReactions,EntertainmentReactions,Comments,Clicks,Shares,Impressions,Engagement,Vid. Views,Viewers,Time Watched,Type
"What. A. Day. 🎉

The energy in that room was something else.

A line-up of speakers who gave it everything on stage, and a hall full of exhibitors who brought it to life. Some of the best in the business under one roof, showing pharmacy owners what is genuinely possible right now.

Sharp questions, real conversations, and a buzz that ran from the first coffee through to the closing line. (And yes, the food was excellent. Sajid has asked us to confirm that was all his doing.)

To everyone who made the trip, to the exhibitors who made the hall what it was, and above all to the team who pulled this together. Thank you. 💙

Here's the day. 👇

Birmingham. June 7th.

#TitanUp26",2026-06-08 08:09,https://www.linkedin.com/feed/update/urn:li:ugcPost:7469646414290038784,66,1,,,,,,7,176,9,1987,12.98,,,,VIDEO
"Get this one thing wrong, and it can quietly ruin the whole day. Here’s our confession.

At Titan, we love food almost as much as we love technology.

Which is why @Sajid is, by now, universally recognised as our Chief Food Officer. ✨

And to be fair, he has earned the title.

Because at an event like TitanUp, food is not just food.

It is where people pause.

Where conversations start.

Where pharmacy owners, suppliers, speakers, partners and the Titan team actually get a proper moment together.

From the response we’ve had, it’s clear the food landed.

Days on from TitanUp, people are still talking about the Mumbai street food and the chai station almost as much as the announcements on stage.

Almost. 🎉

Credit to Sajid’s palate for that.

He did taste-approve it alongside @Tariq, after all.

And credit to Mumbai Street Food for actually making it.

But behind every great food decision is someone making sure it actually turns up, fits the space, feeds the room, and doesn’t cause absolute chaos.

That’s where @Roxanne Heath and @Olivia Mansfield come in.

Thank you both for coordinating everything behind the scenes.

Without the two of you, it would have been hungry tummies, no seats, and no tables to sit, stand, or gather around.

What was your favourite part of the day?

The food, the conversations, or the announcements on stage? 👇",2026-06-09 11:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7469899466112696320,26,,,,,,,,1776,3,1216,148.44,,,,MULTIIMAGE
"Loved hearing who Rahul Gogna chose as his favourite speaker of the day.

Especially since that same speaker called it the hardest job of the day. 👀
",2026-06-09 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7469991749952753665,20,,,,,,,2,141,5,1270,13.23,,,,VIDEO
"For years, Titan PMR and @BD Rowa have worked side by side in pharmacies up and down the country.

On Wednesday 24 June, we are bringing that workflow into one room.

An evening at Balance Street Pharmacy in Uttoxeter.
Doors from 6:30pm.

A chance to see how a PMR and a robot working together changes the day on the dispensary floor, and to talk it through with the people who run it and the people who built it.

A hands-on evening where you can actually see 👇
✅ A real look at the partnership in action
✅ Where automation saves time and pressure
✅ How a connected dispensary frees the team for patient care
✅ Conversations with peers who are already doing it

📅 Wednesday 24 June, 6:30pm to 9:00pm
Balance Street Pharmacy, Uttoxeter

👉 Register here: https://bit.ly/4e8p4A0

#BDRowa #TitanPMR #PharmacyAutomation #CommunityPharmacy",2026-06-10 12:00,https://www.linkedin.com/feed/update/urn:li:share:7470429771554922496,17,,,,,,,3,33,5,797,7.28,,,,IMAGE
"Independent pharmacy is not standing still.

And neither is @Tas Bhatti .

As a founding member of IPCN, Tas has been close to the conversations that matter to independent contractors. The daily pressures. The big decisions. The constant question of how pharmacies keep moving forward when dispensing alone is no longer enough.

So it was brilliant to catch up with him at TitanUp 26.

There was plenty to get stuck into on the day.

✅ Robots and automation
✅ The future of PMRs
✅ Titanverse
✅ How pharmacy businesses are changing
✅ And, of course, the food did not go unnoticed ✨

But one of the best parts was hearing Tas talk about where he thinks pharmacy businesses are heading.

From dispensing pressure to the systems, services, and decisions that shape the whole pharmacy business.

A perspective worth hearing.",2026-06-10 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7470354238368415744,20,,,,,,,,87,2,1204,9.05,,,,VIDEO
"You’ll never need a robot to answer the phones once you’ve got PharmAppy.

So we got one to interview them instead.

Luka got chatting to @Rhys and @Josh at TitanUp and surprised them with how well it already knew what they do.

The response Josh gave at the end was, to say the least, very blunt.

But very true. 👇

@PharmAppy

#PharmAppy #Titanverse #CommunityPharmacy #PharmacyServices",2026-06-11 13:27,https://www.linkedin.com/feed/update/urn:li:ugcPost:7470814058817101824,20,,,,,,,1,86,5,1340,8.36,,,,VIDEO
"The first Titan PMR pharmacy in Northern Ireland. Three years in, @Eoghan tells us how it's really going. 👇

Not a short journey over from Belfast either, so it genuinely means a lot you made the trip to be with us, Eoghan. Great to have you in the room 💚

#pharmacy #communitypharmacy #pharmacyservices #PMR #Titanverse",2026-06-12 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7471078949666697216,21,,,,,,,3,65,4,804,11.57,,,,VIDEO
"A week on from TitanUp 26, and the energy has not gone anywhere.

Usually, a week is long enough for an event to go quiet.

This one hasn’t.

People are still talking about it. Not just the venue, the talks, or the day itself.

The shift underneath it.

Around 350 pharmacy owners came to Birmingham with different businesses, different setups, and one question sitting under it all:

How do you grow when the dispensing model keeps asking for more and handing back less?

What came off the stage was not “work harder”.

It was clearer than that.

✅ Move from items to services, on purpose.
✅ Let the system carry more of the checking, not the team.
✅ Protect the margin the NHS contract keeps eroding.
✅ Work differently, not just faster.

That was the thread running through the day.

Less chasing volume.

More building pharmacy businesses that can hold onto their margin, their time, and their people.

That is what our speakers spent the day making the case for.

Thank you to:

@Tariq Muhammad. @Wahid Muhammad. @Hooman Ghalamkari. @Jeff Shelley. @Rhys Lloyd. @Ghulam Haydar. @Michael Holden. @Victoria Steele. @Rahul Puri.

And to @Sajid Ramzan and @Zad Bhatti, who kept the whole day moving from the front.

A huge thank you as well to the exhibitors who filled the hall, brought the demos, and kept the conversations going between sessions:

@Allied Health Training. @Camascope. @Clear Clinics. @Cyber Seigen . @DemDx. @Drug Comparison. @EMT Healthcare. @EPOSRX.com. @Healthcare Plus Consulting. @Healthpoint TV. @IPCN - Independent Pharmacy Contractors Network. @KP Pharma UK. @Meditech UK & I. MH Associates. Perfume Shark. @PharmAppy. @Pharmdel / AppandTap. @preregshortcuts. @Skills4Pharmacy. @The Sublime Group.

A week later and it still holds up. Thank you to everyone who made the trip and made it what it was. 💙

Same energy next year.",2026-06-14 11:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7471185595210383360,46,,,,,,,5,1313,8,2219,61.83,,,,MULTIIMAGE
"What changes when independent pharmacy owners stop seeing the pharmacy next door as the competition?

That was the question @Tariq opened TitanUp 26 with.

And it set the tone for the whole day. 👇

#TitanUp26 #TitanPMR #CommunityPharmacy",2026-06-15 12:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:7472245482329710592,46,,,,,,,2,206,5,1615,16.04,,,,VIDEO
"Right now there’s a huge conversation happening about AI in pharmacy.

Which is why it matters that Wahid Muhammad, our CTO, said this.

“We don’t use AI. We build AI. There’s a big difference.”

When AI supports prescription checking, that difference matters. The model. The checks. The safeguards. The clinical thinking behind it.

“AI-powered” is not enough. You need to know how it works. 👇

@Wahid Muhammad, CTO of Titan PMR

#TitanPMR #PharmacyAI #CommunityPharmacy",2026-06-16 11:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7472576113102438402,11,,,,,,,,237,2,371,67.39,,,,DOCUMENT
"What pharmacy owner gets six weeks off?

Apparently @Akshay Patel does.

He runs multiple pharmacies, and a stretch like that used to be unheard of.

A week here. Ten days there. Two weeks if he was lucky.

Now he can go for six weeks, and the business runs without him standing in the dispensary.

That is the part worth paying attention to.

Profit matters. Every business runs on it.

But getting the owner out of the back, away from labelling boxes, and back in control of their time is the bit that really lands.

Plenty of people build businesses that run without them.

Why not pharmacy owners? 👇

#PharmacyOwner #CommunityPharmacy #IndependentPharmacy #PharmacyBusiness #PharmacyLife #Pharmacist #PharmacyTikTok",2026-06-17 07:45,https://www.linkedin.com/feed/update/urn:li:ugcPost:7472902237665513473,14,,,,,,,5,89,2,1048,10.5,,,,VIDEO
"One night in pharmacy you don't want to miss. 24 June.

👉 Register: https://bit.ly/4vzo2ER",2026-06-18 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7473253306178576384,17,,,,,,,7,77,6,697,15.35,,,,VIDEO
"At Balance Pharmacy, work that used to run until 5 or 6pm is now getting done by around 1pm.

On Wednesday 24 June, you can see how.

Titan PMR and @BD Rowa are hosting an Innovation Night at Balance Street Pharmacy in Uttoxeter, where @Pritpal from Balance Pharmacy will show pharmacy owners how the integration works in practice.

A chance to see partnership in action.

📅 Wednesday 24 June
🕡 6:30pm to 9:00pm
📍 Balance Street Pharmacy, Uttoxeter

Register here: bit.ly/4aT2CKb",2026-06-19 13:05,https://www.linkedin.com/feed/update/urn:li:ugcPost:7473707570835169280,10,,,,,,,,56,4,660,10.61,,,,VIDEO
"The service is what they book. 

The experience is what they remember 👀",2026-06-19 11:54,https://www.linkedin.com/feed/update/urn:li:share:7473689661752774656,6,,,,,,,1,5,,317,3.79,,,,TEXT
"A pharmacy robotics company met a real-life humanoid robot. Here’s what happened when @Meditech UK & I, @Cyrus talked robots, pharmacy teams and the future of dispensing. 

#TitanUp26 #PharmacyAutomation #CommunityPharmacy #Meditech #TitanPMR",2026-06-22 12:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:7474748117884669952,15,,,,,,,1,64,4,744,11.29,,,,VIDEO
"What’s the first thing you notice when you change PMR providers?

For @Khal Khaliq, owner of the four-site Lansdales group, it was not one feature.

Though there were plenty to choose from.

Site one of four is now live with Titan PMR.

Day one included:

✅ Batch flow
✅ Repeat flow
✅ Stock control
✅ CD register
✅ Intervention log
✅ @TITANVERSE set up alongside the dispensary
✅ Medpoint tested live, with prescriptions flowing into a 24/7 collection box
🧠 Titan AI 

For @Khal, the answer was simpler.

“It’s the visibility. And the lack of paper.”

One site live. Three to go.

#TitanPMR #CommunityPharmacy #IndependentPharmacy",2026-06-23 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7474918922887176192,69,,,,,,,7,2796,3,3988,72.09,,,,MULTIIMAGE
"Running seven pharmacies could keep anyone stuck in the dispensary. Here's how @Steffan John stays with patients and runs a more profitable pharmacy business. 👇 

#CommunityPharmacy #IndependentPharmacy #PharmacyBusiness #PrivateServices #TitanPMR",2026-06-24 07:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7475262392143233024,12,,,,,,,,46,4,902,6.87,,,,VIDEO
